MID_TUT_CATEGORY_TITLE_Battle	전투
MID_TIPS_TUTORIAL_41	전투 스타일 [기마] 유닛은 이동할 수 있는 범위가 넓다.
MID_TIPS_TUTORIAL_42	전투 스타일 [마도] 유닛은 마법으로 공격할 때 적의 지형 효과에 의한 회피 상승 보정을 무효화한다.
MID_TIPS_TUTORIAL_43	전투 스타일 [기공] 유닛은 아군을 보호하는 ｢체인 가드｣를 사용할 수 있다.
MID_TIPS_TUTORIAL_44	전투 스타일 [은밀] 유닛은 지형 효과로 얻을 수 있는 회피 상승 보정이 2배가 된다.
MID_TIPS_TUTORIAL_45	전투 스타일 [비행] 유닛은 지형의 영향을 받지 않고 이동할 수 있다.
MID_TIPS_TUTORIAL_46	전투 스타일 [중갑] 유닛은 무기 상성에 의해 브레이크되지 않는다.
MID_TIPS_TUTORIAL_47	클래스 체인지에 필요한 소질은 ｢인연 레벨｣을 올려 문장사로부터 계승할 수 있다.
MID_TIPS_ITEM_10	근접 무기를 장비한 적에게 사정거리가 긴 무기로 공격하면 반격받지 않는다.
MID_TIPS_ITEM_11	단검 공격으로 대미지를 입히면 적을 ｢독｣ 상태로 만들 수 있다.
MID_TIPS_ITEM_12	｢아머 킬러｣처럼 ｢중갑 특효｣를 지닌 무기는 중갑병에게 큰 대미지를 입힌다.
MID_TIPS_OTHER_14	｢요리｣를 의뢰하면 드물게 도시락을 받을 수 있으며 사용하면 HP를 회복할 수 있다.
MID_TIPS_OTHER_19	｢요리｣를 의뢰할 때, 식재료를 추가하면 성공률이 상승한다.
MID_TIPS_OTHER_20	｢과수원｣에서는 요리에 사용할 식재료를 획득할 수 있다.
MID_TIPS_OTHER_21	｢게시판｣의 ｢실적｣에서 지금까지의 행동 결과에 따른 ｢인연의 조각｣을 받을 수 있다.
MID_TIPS_OTHER_22	｢게시판｣의 ｢왕국 투자｣에서 많은 금액을 투자하면 레벨이 상승해 보상을 받을 수 있다.
MID_TIPS_OTHER_30	｢왕국 투자｣로 레벨이 상승하면 그 국가에서 조우전을 치를 때 희귀한 적 출현율이 상승한다.
MID_TIPS_OTHER_31	｢왕국 투자｣로 레벨이 상승하면 그 국가에서 산책할 때 얻을 수 있는 소재가 늘어난다.
MID_TIPS_OTHER_23	｢어둠｣ 상태인 조우전은 많은 경험치와 골드를 지닌 적이 숨어 있을 가능성이 높다.
MID_TIPS_SKILL_38	지팡이의 명중은 ｢신앙｣ 스킬로만 상승시킬 수 있다.
MID_TIPS_OTHER_34	｢신룡 전적 카드｣는 시련의 별채에서 이계의 친구들과 교류할 때 도움이 된다.
MID_TIPS_TUTORIAL_48	인게이지 카운트가 빛나고 있는 암흑 싱크로 중인 적은 인게이지 기술을 사용할 수 있다.
MID_TIPS_TUTORIAL_52	인게이지 중인 아군은 적의 인게이지 기술로 받는 대미지가 감소한다.
MID_TIPS_TUTORIAL_49	최대 레벨에 다다르더라도 ｢체인지 프루프｣를 사용하면 레벨을 1로 되돌려 더 성장시킬 수 있다.
MID_TIPS_ITEM_13	｢독｣은 출격 중 효과가 지속된다(해독제나 지팡이로 치료 가능).
MID_TIPS_ITEM_14	레벨 10이 된 아군은 ｢마스터 프루프｣를 이용해 상급 병과로 클래스 체인지할 수 있다.
MID_TIPS_ITEM_15	｢스매시｣ 효과를 지닌 무기로 공격하면 반드시 후공이 된다.
MID_TIPS_OTHER_24	｢용수의 연못｣에서 낚시하면 요리에 사용할 식재료를 획득할 수 있다.
MID_TIPS_ITEM_16	｢체인지 프루프｣를 이용해 다른 계통의 병과로 클래스 체인지할 수 있다.
MID_TIPS_ITEM_17	｢킬 소드｣, ｢킬러 랜스｣ 같은 킬러 계열 무기는 필살의 일격이 발생할 확률이 높다.
MID_TIPS_OTHER_37	\x0E\x06\x03\x00\x0E\x0A\x04\x08\x02이\x02가 병과 ｢신룡의 왕｣이 된 적이 있으면 뒤뜰에서 ｢드래곤 슈터｣를 즐길 수 있다.
MID_TIPS_OTHER_26	｢벼룩시장｣에서는 일반적인 가게에서 볼 수 없는 특이한 상품을 구입할 수 있다.
MID_TIPS_OTHER_27	대륙 각지에는 문장사와 더 깊은 인연을 맺을 수 있는 시련의 땅이 존재한다고 한다.
MID_TIPS_SKILL_29	아이크의 인게이지 기술 ｢패극·에테르｣는 공격한 칸의 ｢화염｣, ｢독기｣ 등을 제거할 수 있다.
MID_TIPS_SKILL_22	벨레트의 인게이지 무기는 인게이지하는 아군의 전투 스타일에 따라 변화한다.
MID_TIPS_SKILL_25	카무이의 ｢용맥｣은 지형에 특수한 효과를 부여하며 기존의 효과를 덮어씌울 수 있다.
MID_TIPS_OTHER_28	｢점쟁이 오두막｣은 야간에만 이용할 수 있다.
MID_TIPS_OTHER_29	｢시련의 별채｣에서 시련에 도전하면 특별한 강화 소재를 획득할 수 있으며, 인게이지 무기의 강화에 쓰인다.
MID_TIPS_ITEM_18	｢용사의 검｣, ｢용사의 창｣ 같은 용사 계열 무기는 직접 공격했을 때 2연속 공격을 한다.
MID_TIPS_ITEM_19	소중한 사람에게 ｢약속의 반지｣를 건네고 싶다면 마이 룸의 마이 체스트에서 반지를 꺼내 직접 줄 수 있다.
MID_TIPS_GOD_0	이계의 대륙 아카네이아에 있는 아리티아 왕국의 왕자. 영웅 앙리의 피를 이었다.
MID_TIPS_GOD_1	동료들과 힘을 합쳐 암흑룡을 쓰러뜨리고 ｢영웅왕｣이라고 불리는 인물.
MID_TIPS_GOD_2	이계의 대륙 유그드랄에 있는 그란벨 왕국 시알피 공작가의 공자.
MID_TIPS_GOD_3	성전사 발드의 피를 이어, 전설의 성검을 계승한 고결한 기사.
MID_TIPS_GOD_4	이계의 대륙 발렌시아에 있는 풍요로운 나라 소피아의 왕녀.
MID_TIPS_GOD_5	자애로운 마음을 가졌으며, 용사 아름과 함께 평화를 위협하는 사신과 싸웠다.
MID_TIPS_GOD_6	이계의 대륙 테리우스에서 의적 집단의 일원으로 활약한 여성.
MID_TIPS_GOD_7	신비한 힘을 지닌 소녀로 세계를 심판하려는 여신과 싸웠다.
MID_TIPS_GOD_8	이계의 대륙 엘레브에 있는 펠레 후작가의 공자. 봉인의 검 사용자.
MID_TIPS_GOD_9	병을 앓는 아버지를 대신해 군을 이끌고 적국에 대항한 총명한 소년.
MID_TIPS_GOD_10	이계의 대륙 엘레브에 있는 초원 지대, 사카 지방 출신 여성 검사.
MID_TIPS_GOD_11	후작가의 피를 이었으나, 그 사실을 모른 채 유목민으로 자란 소녀.
MID_TIPS_GOD_12	이계의 대륙 테리우스에서 그레일 용병단의 단장을 맡은 청년.
MID_TIPS_GOD_13	뛰어난 검술 실력과 올곧은 마음을 지녀, 일개 용병에서 영웅으로 성장한 인물.
MID_TIPS_GOD_14	이계의 국가 이리스 성왕국의 왕녀로 왼쪽 눈에 성흔을 지녔다.
MID_TIPS_GOD_15	절망적인 미래를 바꾸기 위해, 시간을 거슬러 올라가 싸운 정의감이 넘치는 소녀.
MID_TIPS_GOD_16	이계의 대륙 유그드랄에 있는 트라키아 지방 렌스터 왕국의 후계자.
MID_TIPS_GOD_17	트라키아 지방을 제국의 지배에서 해방하기 위해 분전한 용감한 왕자.
MID_TIPS_GOD_18	이계의 국가, 백야 왕국에서 태어나, 암야 왕국에서 자란 왕족.
MID_TIPS_GOD_19	선조룡의 힘이 깃들었으며, 서로 싸우는 두 조국 사이에서 자신의 길을 선택했다.
MID_TIPS_GOD_20	이계의 대륙 마기 발에 있는 성석을 계승한 나라 루네스의 왕녀.
MID_TIPS_GOD_21	동생 에이리카와 힘을 합쳐 마왕과 싸운 루네스 왕국의 용맹한 왕자.
MID_TIPS_GOD_22	이계의 땅 포드라에 있는 가르그 마크 대수도원에서 교사로 일한 청년.
MID_TIPS_GOD_23	전직 용병이었지만, 교사로서 제자들을 이끌며 전란의 시대를 살아간 인물.
MID_TUT_NAVI_M004_TIMECRYSTAL	｢용의 시간석｣을 사용할 수 있게 되었습니다
MID_TUT_NAVI_M005_FUNDS	피레네로부터 군자금으로\n\x0E\x01\x00\x00\x0E\x01\x01\x00G를 받았습니다
MID_TUT_NAVI_VANDRE_FUNDS	반드레로부터 군자금으로\n\x0E\x01\x00\x00\x0E\x01\x01\x00G를 받았습니다
MID_TUT_NAVI_M008_FUNDS	브로디아로부터 군자금으로\n\x0E\x01\x00\x00\x0E\x01\x01\x00G를 받았습니다
MID_TUT_NAVI_M012_RESCUE	이형병에게 공격받고 있는 사람을 구합시다
MID_TUT_NAVI_M014_FUNDS	솔룸으로부터 군자금으로\n\x0E\x01\x00\x00\x0E\x01\x01\x00G를 받았습니다
MID_TUT_NAVI_M015_ESCAPE	세아다스를 보호해 맵에서 이탈시킵시다
MID_TUT_NAVI_M020_FUNDS	이르시온으로부터 군자금으로\n\x0E\x01\x00\x00\x0E\x01\x01\x00G를 받았습니다
MID_TUT_NAVI_M022_GET_Siglud	『성기사의 반지』를 획득했습니다
MID_TUT_NAVI_M022_GET_Celica	『자애의 왕녀의 반지』를 획득했습니다
MID_TUT_NAVI_M022_GET_Micaiah	『새벽의 무녀의 반지』를 획득했습니다
MID_TUT_NAVI_M022_GET_Roy	『젊은 사자의 반지』를 획득했습니다
MID_TUT_NAVI_M022_GET_Lin	『초원의 공녀의 반지』를 획득했습니다
MID_TUT_NAVI_M022_GET_Ike	『창염의 용사의 반지』를 획득했습니다
MID_TUT_NAVI_M022_GET_Lucina	『성왕녀의 반지』를 획득했습니다
MID_TUT_NAVI_M022_GET_Leaf	『현왕의 반지』를 획득했습니다
MID_TUT_NAVI_M022_GET_Kamui	『미래를 선택하는 자의 반지』를 획득했습니다
MID_TUT_NAVI_M022_GET_Eirik	『푸른 풍공의 반지』를 획득했습니다
MID_TUT_NAVI_M022_GET_Byleth	『인도자의 반지』를 획득했습니다
MID_TUT_NAVI_M024_WARNING1	2턴 후, 아래쪽 산길에서 눈사태가 발생합니다
MID_TUT_NAVI_M024_WARNING2	2턴 후, 가운데 산길에서 눈사태가 발생합니다
MID_TUT_NAVI_M024_WARNING3	2턴 후, 위쪽 산길에서 눈사태가 발생합니다
MID_TUT_NAVI_M026_ENGAGEBREAKE	다음 턴에 대사룡 솜브르의 전체 공격이 발생합니다\n맵에 있는 유닛의 인게이지 상태를 강제로 해제합니다
MID_TUT_NAVI_M026_BEAM_WARNING	다음 턴에 대사룡 솜브르가 사룡 포효포를 발사합니다\n강력한 기술이므로 가급적 범위 밖으로 피합시다
MID_TUT_NAVI_S006_RULE	벨레트 일행이 맵상의 수정을 파괴합니다\n파괴를 저지하고 가능한 한 많은 수정을 지켜 냅시다\n(지켜 낸 수정 수에 따라 보상을 획득합니다)
MID_TUT_NAVI_S006_BREAK	수정이 파괴되었습니다
MID_TUT_NAVI_S006_REWARD1	많은 수정을 지켜 내 보상으로\n벨레트로부터 \x0E\x01\x00\x00\x0E\x0A\x04\x08\x02과\x02와 \x0E\x01\x01\x00\x0E\x0A\x04\x08\x02을\x02를\n받았습니다
MID_TUT_NAVI_S006_REWARD2	수정을 지켜 내 보상으로\n벨레트로부터 \x0E\x01\x00\x00\x0E\x0A\x04\x08\x02을\x02를\n받았습니다
MID_TUT_NAVI_S006_REWARD3	수정을 얼마 지키지 못해\n보상을 받을 수 없었습니다
MID_TUT_NAVI_S015_GET	반지를 되찾았습니다
MID_TUT_NAVI_S015_ENGAGERING	｢약속의 반지｣는 단 한 명의 동료에게만 건네줄 수\n있습니다. 건네줄 상대는 신중하게 선택합시다
