MID_OP1_#001	キャラ配置(PID_E005_Boss, ME_IN_C, [服装], Normal, IdleNormal, 0)\n\n背景(Map_Event_S010_01)\nライト(CharaLight_S010, 0, 0, 0)\n\nフェードイン()
MID_ED3_#006	キャラカメラ(CharaCam_Side_Right_Mid, PID_E004_マデリーン, cam_anim_pan_u_normal)\nキャラ表示切替(PID_E004_マデリーン, True)\nキャラ表示切替(PID_E004_セレスティア, True)\n\nキャラ視線(PID_E004_セレスティア, PID_デモ用_視線設定用, PID_デモ用_視線設定用)\n\nキャラモーション再生(PID_E004_セレスティア, Sad, EmoThinkIn,0, 0.5)
MID_ED3_#007	キャラモーション再生(PID_E004_セレスティア, Sad, EmoThinkOut,0, 0.5)
MID_ED3_#008	キャラ視線(PID_E004_マデリーン, PID_デモ用_視線設定用, PID_デモ用_視線設定用)\n\nキャラモーション再生(PID_E004_マデリーン, Sad)\n\nキャラ配置調整(PID_E004_グレゴリー,0,0, -0.5)\n\n*\nパペット会話中断()\nウェイト(1)
MID_ED3_#009	シーンカメラ(SceneCam_SideMe_Right_Mid, cam_anim_track_r_normal)\n\nキャラ視線(PID_M011_モーヴ, PID_E004_セレスティア, PID_E004_セレスティア)\nキャラ視線(PID_E004_セレスティア, PID_M011_モーヴ, PID_M011_モーヴ)\nキャラ視線(PID_E004_マデリーン, PID_M011_モーヴ, PID_M011_モーヴ)\n\nキャラモーション再生(PID_M011_モーヴ, Angry, EmoTalk,0, 0.5)
MID_ED3_#010	キャラ回転(PID_E004_グレゴリー,20,1,0)\nキャラモーション再生(PID_E004_グレゴリー, Smile, EmoProud,0, 0.5)\nキャラモーション再生(PID_E004_マデリーン, Smile)\nキャラモーション再生(PID_E004_セレスティア, Smile)
MID_ED3_#011	キャラカメラ(CharaCam_Front_Center_Mid, PID_M011_モーヴ, cam_anim_zoom_in_slow)\nキャラ配置調整(PID_E004_グレゴリー,0,0, 0.5)\n\nキャラ視線(PID_E004_グレゴリー, PID_M011_モーヴ, PID_M011_モーヴ)\n\nキャラモーション再生(PID_M011_モーヴ, Angry, EmoDeny2,0,1)\nキャラモーション再生(PID_E004_グレゴリー, Pain, IdleNormal,0,1)
MID_ED3_#012	シーンカメラ(SceneCam_SideYou_Right_Mid, cam_anim_zoom_out_fast)\nキャラ回転(PID_E004_グレゴリー,50, 0.3,0)\nキャラモーション再生(PID_E004_グレゴリー, Pain, EmoSurprise,0, 0.5)\n*\nパペット会話中断()\nウェイト(0.5)
MID_ED3_#013	キャラカメラ(CharaCam_Side_Right2_Mid, PID_E004_セレスティア, cam_anim_track_l_slow)\nキャラモーション再生(PID_E004_セレスティア, Angry, EmoTalk2,0, 0.5)\n\n*\nウェイト(1)
MID_ED3_#014	キャラカメラ(CharaCam_Side_Left2_Top, PID_M011_モーヴ, cam_anim_track_r_slow)\n\nキャラモーション再生(PID_M011_モーヴ, Angry, EmoTalk2,0, 0.5)\nキャラモーション再生(PID_E004_セレスティア, Angry, IdleNormal,0,1)
MID_ED3_#015	シーンカメラ(SceneCam_SideYou_Right_Mid, cam_anim_tracklong_r_normal)
MID_ED3_#016	キャラ視線(PID_M011_モーヴ, PID_デモ用_視線設定用, PID_デモ用_視線設定用)\n\nキャラモーション再生(PID_M011_モーヴ, Serious, IdleNormal,0,1)
MID_ED3_#017	キャラモーション再生(PID_E004_セレスティア, Angry, EmoThinkIn,0, 0.5)\nキャラモーション再生(PID_E004_マデリーン, Angry)
MID_ED3_#018	キャラカメラ(CharaCam_SideLong_Left_Mid, PID_M011_モーヴ, cam_anim_track_l_slow)\nキャラ表示切替(PID_E004_マデリーン, False)\nキャラ表示切替(PID_E004_セレスティア, False)\n\nキャラモーション再生(PID_E004_グレゴリー, Angry)\nキャラモーション再生(PID_M011_モーヴ, Angry, EmoTalk,0, 0.5)
MID_ED3_#019	キャラ視線(PID_E004_グレゴリー, PID_デモ用_視線設定用, PID_デモ用_視線設定用)\nキャラ視線(PID_M011_モーヴ, PID_E004_グレゴリー, PID_E004_グレゴリー)\n\nキャラモーション再生(PID_E004_グレゴリー, Angry, EmoThink,0, 0.5)\nキャラ視線(PID_E004_グレゴリー, PID_M011_モーヴ, PID_M011_モーヴ,4)\nキャラモーション再生(PID_M011_モーヴ, Angry, IdleNormal,0,1)\n\n*\nウェイト(1)
MID_ED3_#020	キャラモーション再生(PID_M011_モーヴ, Angry, EmoNod,0,1)
MID_ED3_#021	キャラカメラ(CharaCam_Side_Right_Mid, PID_E004_マデリーン, cam_anim_pan_u_normal)\nキャラ表示切替(PID_E004_マデリーン, True)\nキャラ表示切替(PID_E004_セレスティア, True)\n\nキャラ視線(PID_E004_マデリーン, PID_M011_モーヴ, PID_M011_モーヴ)\nキャラ視線(PID_E004_セレスティア, PID_M011_モーヴ, PID_M011_モーヴ)\n\nキャラモーション再生(PID_E004_セレスティア, Angry, EmoTalk,0, 0.5)
MID_ED3_#022	
MID_ED3_#023	キャラモーション再生(PID_E004_マデリーン, Angry, EmoNod,0, 0.5)\nキャラモーション再生(PID_E004_セレスティア, Angry, IdleNormal,0,1)
MID_ED3_#024	キャラカメラ(CharaCam_Side_Left_Mid, PID_E004_グレゴリー, cam_anim_pan_l_slow)\n\nキャラモーション再生(PID_E004_グレゴリー, Serious, EmoShy,0, 0.5)\nキャラモーション再生(PID_E004_グレゴリー, Angry, EmoNod,3,1)\nキャラモーション再生(PID_E004_マデリーン, Angry, IdleNormal,0,1)
MID_ED3_#025	シーンカメラ(SceneCam_SideYou_Right_Mid, cam_anim_zoom_in_slow)\n\nキャラ視線(PID_E004_グレゴリー, PID_M011_モーヴ, PID_M011_モーヴ)\nキャラ視線(PID_M011_モーヴ, PID_E004_グレゴリー, PID_E004_グレゴリー)\nキャラ視線(PID_E004_マデリーン, PID_E004_グレゴリー, PID_E004_グレゴリー)\nキャラ視線(PID_E004_セレスティア, PID_E004_グレゴリー, PID_E004_グレゴリー)\n\nキャラモーション再生(PID_M011_モーヴ, Angry, EmoTalk2,0, 0.5)\nキャラモーション再生(PID_E004_グレゴリー, Angry, IdleNormal,0,1)
MID_ED3_#026	キャラモーション再生(PID_E004_セレスティア, Angry, EmoTalk2,0, 0.5)\nキャラ視線(PID_E004_グレゴリー, PID_E004_セレスティア, PID_E004_セレスティア)\nキャラ視線(PID_M011_モーヴ, PID_E004_セレスティア, PID_E004_セレスティア)\nキャラモーション再生(PID_M011_モーヴ, Angry, IdleNormal,0,1)
MID_ED3_#027	キャラモーション再生(PID_E004_マデリーン, Sad, EmoTalk2,0, 0.5)\nキャラ視線(PID_E004_グレゴリー, PID_E004_マデリーン, PID_E004_マデリーン)\nキャラ視線(PID_M011_モーヴ, PID_E004_マデリーン, PID_E004_マデリーン)\nキャラモーション再生(PID_E004_セレスティア, Angry, IdleNormal,0,1)
MID_ED3_#028	キャラモーション再生(PID_E004_グレゴリー, Angry, EmoAngry,0, 0.5)\nキャラ視線(PID_M011_モーヴ, PID_E004_グレゴリー, PID_E004_グレゴリー)\nキャラモーション再生(PID_E004_マデリーン, Angry, IdleNormal,0,1)\n\n*\nパペット会話中断()\nウェイト(0.5)
MID_ED3_#029	キャラモーション再生(PID_E004_グレゴリー, Serious, EmoDeny2,0,1)\nキャラ視線(PID_E004_グレゴリー, PID_デモ用_視線設定用, PID_デモ用_視線設定用)\n\n*\nパペット会話中断()\nウェイト(0.5)
MID_ED3_#030	キャラカメラ(CharaCam_Shoulder_Right_Top, PID_M011_モーヴ, cam_anim_track2_r_normal)\n\nキャラ視線(PID_M011_モーヴ, PID_E004_マデリーン, PID_E004_マデリーン)\nキャラ視線(PID_E004_マデリーン, PID_M011_モーヴ, PID_M011_モーヴ)\nキャラ視線(PID_E004_セレスティア, PID_E004_マデリーン, PID_E004_マデリーン)\n\nキャラモーション再生(PID_M011_モーヴ, Sad, EmoTalk,0, 0.5)\nキャラモーション再生(PID_E004_マデリーン, Angry)\nキャラモーション再生(PID_E004_グレゴリー, Angry, IdleNormal,0,1)
MID_ED3_#031	
MID_ED3_#032	キャラモーション再生(PID_E004_マデリーン, Angry, EmoTalk2,0, 0.5)
MID_ED3_#033	キャラモーション再生(PID_M011_モーヴ, Sad, EmoDeny,0, 0.5)
MID_ED3_#034	キャラモーション再生(PID_E004_マデリーン, Angry, EmoDeny,0, 0.5)
MID_ED3_#035	
MID_ED3_#036	キャラカメラ(CharaCam_Side_Left2_Bot, PID_M011_モーヴ, cam_anim_track_r_slow)\n\nキャラモーション再生(PID_M011_モーヴ, Angry, EmoTalk2,0, 0.5)\nキャラモーション再生(PID_E004_マデリーン, Angry, IdleNormal,0,1)
MID_ED3_#037	キャラカメラ(CharaCam_Side_Right2_Bot, PID_E004_マデリーン, cam_anim_track_l_slow)\n\nキャラモーション再生(PID_E004_マデリーン, Angry)\n\nキャラ視線(PID_E004_グレゴリー, PID_E004_マデリーン, PID_E004_マデリーン)\nキャラモーション再生(PID_M011_モーヴ, Angry, IdleNormal)
MID_ED3_#038	
MID_ED3_#039	キャラカメラ(CharaCam_Side_Left_Mid, PID_M011_モーヴ, cam_anim_pan_l_slow)\n\n\nキャラモーション再生(PID_E004_グレゴリー, Angry)\nキャラモーション再生(PID_M011_モーヴ, Smile)\nキャラモーション再生(PID_E004_セレスティア, Shy)
MID_ED3_#040	キャラカメラ(CharaCam_Side_Right_Mid, PID_E004_マデリーン, cam_anim_pan_r_slow)\n\nキャラモーション再生(PID_E004_マデリーン, Smile)
MID_ED3_#041	キャラカメラ(CharaCam_Side_Left_Mid, PID_E005_異形兵_ベルセルク, cam_anim_pan_l_slow)\n\nキャラ表示切替(PID_E005_異形兵_ベルセルク, True)\nキャラ武器装備(PID_E005_異形兵_ベルセルク, 鋼の斧)\nキャラモーション再生(PID_E005_異形兵_ベルセルク, StandBy, WalkIn)\n\nキャラ配置調整(PID_E004_グレゴリー, -0.1,0,0,70)\nキャラ配置調整(PID_M011_モーヴ, 0.7,0, 0.3,-180)\nキャラ配置調整(PID_E004_マデリーン, 0.3,0,0)\nキャラ配置調整(PID_E004_セレスティア, 0.3,0,0)\n\nキャラアニメーター切替(PID_E004_グレゴリー,Unit/Anim/UnitAnims/UAS_Mag1AM)\nキャラアニメーター切替(PID_M011_モーヴ,Unit/Anim/UnitAnims/UAS_Lnc0AM)\nキャラアニメーター切替(PID_E004_マデリーン,Unit/Anim/UnitAnims/UAS_Amr1AF)\nキャラアニメーター切替(PID_E004_セレスティア,Unit/Anim/UnitAnims/UAS_Rod2AF)\n\nキャラ武器装備(PID_E004_グレゴリー,エルファイアー)\nキャラ武器装備(PID_M011_モーヴ,鋼の槍)\nキャラ武器装備(PID_E004_マデリーン,鋼の斧)\nキャラ武器装備(PID_E004_セレスティア,エルサンダー)\n\nキャラモーション再生(PID_E004_グレゴリー, Surprise, IdleNormal_None)\nキャラモーション再生(PID_M011_モーヴ, Surprise, IdleNormal_None)\nキャラモーション再生(PID_E004_マデリーン, Surprise, IdleNormal_None)\nキャラモーション再生(PID_E004_セレスティア, Surprise, IdleNormal_None)\n\nキャラ視線リセット(PID_E004_グレゴリー)\nキャラ視線リセット(PID_M011_モーヴ)\nキャラ視線リセット(PID_E004_マデリーン)\nキャラ視線リセット(PID_E004_セレスティア)\n\n*\nパペット会話中断()\nシーンカメラ(SceneCam_ViewFromMe_Back, cam_anim_pan_d_normal)\nキャラ表示切替(PID_E005_異形兵_ベルセルク, False)\nウェイト(2)
MID_ED3_#042	キャラカメラ(CharaCam_Shoulder_Right_Mid, PID_E004_グレゴリー, cam_anim_track_l_slow)\n\nキャラモーション再生(PID_E004_グレゴリー, Pain, EmoSad,0, 0.5)\nキャラモーション再生(PID_M011_モーヴ, Angry)\nキャラモーション再生(PID_E004_マデリーン, Angry)\nキャラモーション再生(PID_E004_セレスティア, Angry)
MID_ED3_#043	キャラモーション再生(PID_E004_セレスティア, Die)\n*\nパペット会話中断()\nウェイト(1)
MID_ED3_#044	キャラカメラ(CharaCam_Front_Center_Mid, PID_E004_セレスティア, cam_anim_zoom_in_slow)\n\nキャラモーション再生(PID_E004_セレスティア, Shy)
MID_ED3_#045	シーンカメラ(SceneCam_ViewFromMe_Center_Mid, cam_anim_zoom_out_fast)\n\nキャラモーション再生(PID_E004_セレスティア, Angry)\nキャラモーション再生(PID_E004_グレゴリー, Angry)\n\n*\nフェードアウト()
MID_ED4_#001	キャラ配置(PID_E004_セレスティア, YOU_OUT_A, [服装], Smile, IdleNormal, 0)\n\nキャラ配置(PID_デモ用_視線設定用, YOU_MID_A, [服装], Normal, IdleNormal, 0)\nキャラ配置調整(PID_デモ用_視線設定用, 0, -1, 0)\nキャラ表示切替(PID_デモ用_視線設定用,False)\n\n背景(Map_Event_E005_01)\nライト(CharaLight_E005, 0, 0, 0)\n\nキャラカメラ(CharaCam_Side_Left2_Mid,PID_E004_セレスティア,cam_anim_track_r_slow)\n\nキャラモーション再生(PID_E004_セレスティア, Angry, RunIn)\n\nウェイト(0.5)\nフェードイン()\nキャラモーション再生(PID_E004_セレスティア, Serious, EmoPray,1, 0.5)\nウェイト(0.5)\nキャラ視線(PID_E004_セレスティア, PID_デモ用_視線設定用, PID_デモ用_視線設定用)
MID_ED4_#002	キャラ配置調整(PID_デモ用_視線設定用,0,2,0)\nキャラ視線(PID_E004_セレスティア, PID_デモ用_視線設定用, PID_デモ用_視線設定用)\n\nキャラモーション再生(PID_E004_セレスティア, Smile)
MID_ED4_#003	キャラ視線リセット(PID_E004_セレスティア)\nキャラカメラ(CharaCam_Front_Center_Top, PID_E004_セレスティア, cam_anim_zoom_out_slow)\n\nキャラモーション再生(PID_E004_セレスティア, Angry)
MID_ED4_#004	一枚絵表示(Tex_Event_DLC_Picture_6, picture_fade_in_slow)
MID_ED4_#005	サウンドイベント(SE_DLC_Evt_E005_ED2_Break1)
MID_ED4_#006	サウンドイベント(SE_DLC_Evt_E005_ED2_Break2)
MID_ED4_#007	サウンドイベント(SE_DLC_Evt_E005_ED2_Break3)\n*\nフェードアウト()\nサウンドイベント(SE_DLC_Evt_E005_ED3_Temple_Break)
MID_ED5_#001	サウンドイベント(SE_DLC_Evt_E005_ED3_Temple_Break_Stop)\nキャラ配置(PID_リュール, ME_IN_BC, [服装], Surprise, IdleNormal, 170)\nキャラ配置調整(PID_リュール,0,0, 0.2)\nキャラ配置(PID_E005_エル, ME_IN_CD, [服装], Surprise, IdleNormal, 190)\n\nキャラ配置(PID_E005_Boss, YOU_MID_C, [服装], Smile, IdleNormal, 0)\nキャラ表示切替(PID_E005_Boss, False)\n\nキャラ配置(PID_デモ用_視線設定用, YOU_IN_D, [服装], Smile, IdleNormal, 0)\nキャラ配置調整(PID_デモ用_視線設定用, -0.5, -0.25,0)\nキャラ表示切替(PID_デモ用_視線設定用, False)\n\nキャラ配置(PID_デモ用_視線設定用2, ME_OUT_C, [服装], Normal, IdleNormal, 0)\nキャラ配置調整(PID_デモ用_視線設定用2,0, 3,0)\nキャラ表示切替(PID_デモ用_視線設定用2, False)\n\nキャラカメラ(CharaCam_ShoulderLong_Right_Mid, PID_E005_エル, cam_anim_shake_loop)\n\n背景(Map_Event_M013_07)\nライト(CharaLight_E005, 0, 0, 0)\n\nウェイト(1.5)\nキャラモーション再生(PID_リュール, Surprise, RunIn)\nキャラモーション再生(PID_リュール, Surprise, EmoLook,2, 0.5)\nキャラモーション再生(PID_E005_エル, Surprise, RunIn)\nウェイト(0.5)\nキャラカメラ(CharaCam_ShoulderLong_Left_Mid,PID_E005_Boss, cam_anim_zoom_in_normal,3)\nキャラ視線(PID_E005_エル, PID_デモ用_視線設定用2, PID_デモ用_視線設定用2)\n\nサウンドイベント(ENV_Evt_Indoor_Air1_Start)\nフェードイン()\n\n*\nパペット会話中断()\nキャラモーション待ち(PID_リュール)
MID_ED5_#002	キャラ視線(PID_リュール, PID_E005_エル, PID_E005_エル)\n\n*\nパペット会話中断()\nウェイト(1)
MID_ED5_#003	キャラ表示切替(PID_E005_Boss, True)\n\nキャラモーション再生(PID_E005_Boss, Smile, WalkIn2)\nキャラ視線(PID_E005_エル, PID_リュール, PID_リュール)
MID_ED5_#004	キャラ回転(PID_リュール, -165, 1.5, 0.5)\nキャラモーション再生(PID_リュール, Surprise, TurnL,1, 0.5)\nキャラ回転(PID_E005_エル, -190, 1.5,1)\nキャラモーション再生(PID_E005_エル, Surprise, TurnR, 1.5, 0.5)\n\nウェイト(0.5)\nキャラ視線(PID_リュール, PID_E005_Boss, PID_E005_Boss)\nキャラ視線(PID_E005_エル, PID_E005_Boss, PID_E005_Boss)
MID_ED5_#005	キャラカメラ(CharaCam_Side_Right_Mid, PID_E005_Boss, cam_anim_track_l_slow)\n\nキャラ視線(PID_E005_Boss, PID_デモ用_視線設定用2, PID_デモ用_視線設定用2)
MID_ED5_#006	キャラモーション再生(PID_E005_Boss, Die, EmoDeny2, 1.5, 0.5)\n\n*\nパペット会話中断()\nウェイト(1)
MID_ED5_#007	キャラ視線(PID_E005_Boss, PID_E005_エル, PID_E005_エル)\n\nキャラモーション再生(PID_E005_Boss, Smile, IdleNormal,0,1)
MID_ED5_#008	キャラカメラ(CharaCam_FrontLong_Left_Mid, PID_リュール, cam_anim_pan_l_slow)
MID_ED5_#009	キャラモーション再生(PID_リュール, Angry)
MID_ED5_#010	キャラカメラ(CharaCam_SideLong_Left_Mid, PID_E005_エル, cam_anim_track_l_normal)\n\nキャラ配置調整(PID_デモ用_視線設定用2,0, -5,0)\n\nキャラ視線(PID_リュール, PID_E005_エル, PID_E005_エル)\nキャラ視線(PID_E005_エル, PID_デモ用_視線設定用2, PID_デモ用_視線設定用2)\n\nキャラモーション再生(PID_E005_エル, Sad)
MID_ED5_#011	キャラモーション再生(PID_リュール, Surprise)
MID_ED5_#012	キャラモーション再生(PID_リュール, Pain, EmoSurprise2,0,0.5)
MID_ED5_#013	キャラカメラ(CharaCam_SideLong_Right_Mid, PID_E005_Boss, cam_anim_track_l_slow)\n\nキャラモーション再生(PID_E005_Boss, Smile)\nキャラモーション再生(PID_E005_Boss, Smile, EmoAngry,1, 0.5)\n\nキャラ視線(PID_リュール, PID_E005_Boss, PID_E005_Boss)\nキャラ視線(PID_E005_エル, PID_E005_Boss, PID_E005_Boss)\n*\nパペット会話中断()\nキャラモーション再生(PID_E005_Boss, Smile, EmoProud,0,1)\nエフェクト表示(Effect01, Effects/Event/M010_MID_ED2/Prefabs/M010_MID_ED2_01)\nサウンドイベント(SE_Evt_M010_HORTENSIA_Charge)\nウェイト(2)
MID_ED5_#014	キャラカメラ(CharaCam_Front_Center_Mid, PID_E005_エル, cam_anim_zoom_in_slow)\nキャラモーション再生(PID_E005_エル, Surprise)\nキャラモーション再生(PID_E005_エル, Pain, EmoTired, 0.5,1)\n\nウェイト(0.5)\nエフェクト表示(Effect02, Effects/Event/E005_MID_ED5/Prefabs/E005_MID_ED5_01)\nサウンドイベント(SE_Evt_M010_HORTENSIA_Shot)\nウェイト(0.5)\nサウンドイベント(SE_Evt_M010_Obscurite)\n一枚絵表示(Tex_Event_Effect_Black, picture_fade_in_slow)\n\n\nキャラアニメーター切替(PID_E005_Boss, Unit/Anim/UnitAnims/UAS_Sds0AM)\nキャラ武器装備(PID_E005_Boss,ルヴァンシュ)\nキャラモーション再生(PID_E005_Boss, Smile, IdleNormal_None)\n\n*\nウェイト(0.3)\nパペット会話中断()\nキャラ削除(PID_E005_エル)\nキャラ配置(PID_E005_エル, YOU_MID_CD, [服装], Pain, IdleNormal, 0)\nキャラアニメーター切替(PID_E005_エル, Unit/Anim/UnitAnims/UAS_oBody_AF)\nキャラ配置調整(PID_E005_エル, 0.15,0, 0.25)\nキャラモーション再生(PID_E005_エル, Pain, StandByBreak_None,1, 0.5)\n\nウェイト(2)\n\n一枚絵非表示()\nキャラカメラ(CharaCam_Front_Center_Mid, PID_デモ用_視線設定用, cam_anim_zoom_out_normal)\nウェイト(2)
MID_ED5_#015	キャラカメラ(CharaCam_Side_Left_Mid, PID_リュール, cam_anim_track_r_slow)\nキャラモーション再生(PID_リュール, Angry, EmoSurprise2,0, 0.5)
MID_ED5_#016	キャラ配置調整(PID_デモ用_視線設定用, 0.5, 0.25,0)\nキャラカメラ(CharaCam_SideLong_Right_Mid, PID_デモ用_視線設定用, cam_anim_track_l_slow)\n\nキャラ削除(PID_リュール)\n\nキャラモーション再生(PID_E005_エル, Pain)\n\n*\nエフェクト表示(Effect03, Effects/Event/E005_MID_ED5/Prefabs/E005_MID_ED5_02)\nウェイト(0.5)\nサウンドイベント(SE_DLC_Evt_E005_ED3_Leave)\n白フェードアウト(0.2)
MID_ED5_#017	シーンカメラ(SceneCam_SideMe_Right_Mid, cam_anim_track_r_slow, 2.0)\n\nキャラ配置(PID_リュール, YOU_MID_B, [服装], Angry, IdleNormal, 180)\n\nキャラ削除(PID_E005_エル)\nキャラ削除(PID_E005_Boss)\n\nキャラモーション再生(PID_リュール, Angry, RunIn)\n白フェードイン(0.2)\n\n*\nパペット会話中断()\nウェイト(2)
MID_ED5_#018	キャラカメラ(CharaCam_ShoulderLong_Left_Mid, PID_リュール, cam_anim_zoom_in_slow)\n\nキャラモーション再生(PID_リュール, Pain, EmoTired,0, 0.5)
MID_ED5_#019	キャラモーション再生(PID_リュール, Angry, EmoThinkIn,1,1)\n\n*\nウェイト(1)\nサウンドイベント(ENV_Evt_Indoor_Air1_End)\nフェードアウト()
MID_ED6_#001	サウンドイベント(SE_DLC_Evt_E001_ED3_Reminiscence)\n一枚絵表示(Tex_Event_DLC_Recollection_7, picture_fade_in_slow)\nテロップエフェクト表示(Effects/Telop/Prefabs/Eff_Telop_Recollection_Loop, False)\nフェードイン()
MID_ED6_#002	
MID_ED6_#003	
MID_ED6_#004	
MID_ED6_#005	
MID_ED6_#006	
MID_ED6_#007	
MID_ED6_#008	*\nフェードアウト()\nサウンドイベント(SE_DLC_Evt_E001_ED3_Reminiscence_Stop_Slow)\nテロップエフェクト削除
