MID_TUT_CATEGORY_TITLE_Battle	Batailles
MID_TUT_NAVI_M005_FUNDS	Vous avez reçu \x0E\x01\x00\x00\x0E\x01\x01\x00 écus en fonds\nmilitaires de la part de Firene.
MID_TUT_NAVI_VANDRE_FUNDS	Vous avez reçu \x0E\x01\x00\x00\x0E\x01\x01\x00 écus en fonds\nmilitaires de la part de Vander.
MID_TUT_NAVI_M008_FUNDS	Vous avez reçu \x0E\x01\x00\x00\x0E\x01\x01\x00 écus en fonds\nmilitaires de la part de Brodia.
MID_TUT_NAVI_M012_RESCUE	Sauvez les personnes menacées\npar les Aberrations.
MID_TUT_NAVI_M014_FUNDS	Vous avez reçu \x0E\x01\x00\x00\x0E\x01\x01\x00 écus en fonds\nmilitaires de la part de Solm.
MID_TUT_NAVI_M015_ESCAPE	Protégez Seadall et aidez-le à s'échapper !
MID_TUT_NAVI_M020_FUNDS	Vous avez reçu \x0E\x01\x00\x00\x0E\x01\x01\x00 écus en fonds\nmilitaires de la part d'Elusia.
MID_TUT_NAVI_M022_GET_Siglud	Vous avez obtenu l'Anneau du Chevalier Sacré.
MID_TUT_NAVI_M022_GET_Celica	Vous avez obtenu l'Anneau de la Tendre\nPrincesse.
MID_TUT_NAVI_M022_GET_Micaiah	Vous avez obtenu l'Anneau de la Fille de l'Aube.
MID_TUT_NAVI_M022_GET_Roy	Vous avez obtenu l'Anneau du Jeune Lion.
MID_TUT_NAVI_M022_GET_Lin	Vous avez obtenu l'Anneau de la Lady\nde Sacae.
MID_TUT_NAVI_M022_GET_Ike	Vous avez obtenu l'Anneau du Héros de l'Aube.
MID_TUT_NAVI_M022_GET_Lucina	Vous avez obtenu l'Anneau de la Sainte-Lignée.
MID_TUT_NAVI_M022_GET_Leaf	Vous avez obtenu l'Anneau du Souverain\nÉclairé.
MID_TUT_NAVI_M022_GET_Kamui	Vous avez obtenu l'Anneau de la Main\ndu Destin.
MID_TUT_NAVI_M022_GET_Eirik	Vous avez obtenu l'Anneau des Jumeaux\nCélestes.
MID_TUT_NAVI_M022_GET_Byleth	Vous avez obtenu l'Anneau de l'Instructeur.
MID_TUT_NAVI_M024_WARNING1	Dans 2 tours, une avalanche frappera\nle chemin montagnard inférieur.
MID_TUT_NAVI_M024_WARNING2	Dans 2 tours, une avalanche frappera\nle chemin montagnard central.
MID_TUT_NAVI_M024_WARNING3	Dans 2 tours, une avalanche frappera\nle chemin montagnard supérieur.
MID_TUT_NAVI_M026_ENGAGEBREAKE	Sombron déchu utilisera Dissociation lors\ndu prochain tour. Cette attaque dévastatrice\nannule le statut de fusion de toutes les unités.
MID_TUT_NAVI_M026_BEAM_WARNING	Sombron déchu utilisera Rayon hurlant lors du\nprochain tour. Tâchez de vous tenir hors de\nportée de cette attaque dévastatrice.
MID_TUT_NAVI_S006_RULE	Empêchez Byleth de détruire les cristaux.\nVous gagnerez des récompenses en fonction\ndu nombre de cristaux ainsi protégés.
MID_TUT_NAVI_S006_BREAK	Un cristal a été détruit.
MID_TUT_NAVI_S006_REWARD1	Excellent travail ! Vous avez protégé un nombre\nincroyable de cristaux. En récompense, Byleth\nvous donne : \x0E\x01\x00\x00 et \x0E\x01\x01\x00.
MID_TUT_NAVI_S006_REWARD2	Bravo ! Vous avez protégé un bon nombre\nde cristaux. En récompense, Byleth\nvous donne : \x0E\x01\x00\x00.
MID_TUT_NAVI_S006_REWARD3	Vous n'avez pas réussi à protéger beaucoup\nde cristaux. Vous n'obtenez pas de récompense.
MID_TUT_NAVI_S015_GET	Vous avez récupéré l'anneau.
MID_TUT_NAVI_S015_ENGAGERING	Vous ne pouvez donner l'Anneau du Pacte\nqu'à un de vos alliés. Choisissez avec soin.
