MSID_Hp_5	KP +5
MSID_PranaKilling	Nahkampfbrecher
MSID_H_PranaKilling	Sind die KP der Einheit zu Beginn\ndes Kampfes ≧ 50 % und hat der\nGegner eine Nahkampffähigkeit\nausgerüst., kann die Einheit einen\nFolgeangriff ausführen, d. Geg. nicht.
MSID_PowerSeal	Stä. rauben
MSID_H_PowerSeal	Initiiert die Einheit den Kampf,\nerleidet der Gegner nach dem Kampf\nStä. -6 (Verringerung sinkt pro Zug\num 1).
MSID_MagicSeal	Mag. rauben
MSID_H_MagicSeal	Initiiert die Einheit den Kampf,\nerleidet der Gegner nach dem Kampf\nMag. -6 (Verringerung sinkt pro Zug\num 1).
MSID_DefenseSeal	Ver. rauben
MSID_H_DefenseSeal	Initiiert die Einheit den Kampf,\nerleidet der Gegner nach dem Kampf\nVer. -6 (Verringerung sinkt pro Zug\num 1).
MSID_SpeedSeal	Ges. rauben
MSID_H_SpeedSeal	Initiiert die Einheit den Kampf,\nerleidet der Gegner nach dem Kampf\nGes. -6 (Verringerung sinkt pro Zug\num 1).
MSID_MagicDefenseSeal	Res. rauben
MSID_H_MagicDefenseSeal	Initiiert die Einheit den Kampf,\nerleidet der Gegner nach dem Kampf\nRes. -6 (Verringerung sinkt pro Zug\num 1).
MSID_DemonStance	Wilde Haltung
MSID_H_DemonStance	Initiiert der Gegner den Kampf,\nerhält die Einheit Stä. +6 im Kampf.
MSID_VajraStance	Fester Stand
MSID_H_VajraStance	Initiiert der Gegner den Kampf,\nerhält die Einheit Ver. +6 im Kampf.
MSID_SwallowStance	Sturzflugstand
MSID_H_SwallowStance	Initiiert der Gegner den Kampf,\nerhält die Einheit Ges. +6 im Kampf.
MSID_MingMirrorStance	Bannhaltung
MSID_H_MingMirrorStance	Initiiert der Gegner den Kampf,\nerhält die Einheit Res. +6 im Kampf.
MSID_Deadline	Lebensfaden
MSID_H_Deadline	Während des Kampfes fügt die\nEinheit +10 Schaden zu und erleidet\n+10 Schaden.
MSID_EnhancedCompatibility	Dreiecksadept
MSID_H_EnhancedCompatibility	Verfügt die Einheit über einen\nWaffenvorteil, führt sie immer einen\nFolgeangriff aus. Hat sie einen\nWaffennachteil, wird der Gegner\nimmer einen Folgeangriff ausführen.
MSID_CatBites	In der Klemme
MSID_H_CatBites	Sind die KP der Einheit zu Beginn\ndes Kampfes ≦ 50 %, erhält sie im\nKampf Krit. +30.
MSID_SelfDestruction	Selbstzerstörung
MSID_H_SelfDestruction	Sind die KP der Einheit zu Beginn\nder Spielerphase ≦ 50 %, stirbt die\nEinheit und fügt Gegnern im Umkreis\nvon 2 Feldern Schaden = 50 % ihrer\nmax. KP zu.
MSID_BreakInvalid	Unzerbrechlich
MSID_H_BreakInvalid	Verhindert, dass die Einheit „Bruch“\nerleidet.
MSID_Immovable	Anker
MSID_H_Immovable	Die Einheit kann durch Fähigkeiten,\nSchmetterwaffen etc. nicht bewegt\nwerden.
MSID_CurseOfNihility	Fluch der Leere
MSID_H_CurseOfNihility	Gegner, die gegen diese Einheit\nkämpfen, erhalten keine Erf.
MSID_ClearStreamHit	Duellistenschlag
MSID_H_ClearStreamHit	Initiiert die Einheit den Kampf,\nerhält sie Aw. +30 während des\nKampfes.
MSID_SwallowHit	Sturzflughieb
MSID_H_SwallowHit	Initiiert die Einheit den Kampf,\nerhält sie Ges. +5 während des\nKampfes.
MSID_DemonHit	Voll ins Schwarze
MSID_H_DemonHit	Initiiert die Einheit den Kampf,\nerhält sie Krit. +20 während des\nKampfes.
MSID_BadBirdHit	Gezielter Hieb
MSID_H_BadBirdHit	Initiiert die Einheit den Kampf,\nerhält sie Trf. +40 während des\nKampfes.
MSID_VajraHit	Defensiver Hieb
MSID_H_VajraHit	Initiiert die Einheit den Kampf,\nerleidet sie -10 Schaden durch\nphysische Angriffe während des\nKampfes.
MSID_MingMirrorHit	Bannender Hieb
MSID_H_MingMirrorHit	Initiiert die Einheit den Kampf,\nerleidet sie -20 Schaden durch\nMagie während des Kampfes.
MSID_FrenzyHit	Trennungshieb
MSID_H_FrenzyHit	Trifft die Einheit den Gegner bei\nihrem Angriff, leert sie die\nBündnisleiste des Gegners um -5.
MSID_EffectResistance	Standhaftigkeit
MSID_H_EffectResistance	Reduziert Schaden durch „Effektiv\ngegen“.
MSID_EffectInvalid	Gleichmut
MSID_H_EffectInvalid	Negiert Schaden durch „Effektiv\ngegen“.
MSID_Expert_1	Alte Garde
MSID_H_Expert_1	Verhindert bei der Einheit „Bruch“.\nReduziert Schaden durch „Effektiv\ngegen“.
MSID_Expert_2	Alte Garde+
MSID_H_Expert_2	Verhindert bei der Einheit „Bruch“.\nReduziert Schaden durch „Effektiv\ngegen“.
MSID_SkillSuccession	Fähigkeitenerbe
MSID_H_SkillSuccession	Erlaubt der Einheit, Fähigkeiten\ndieses Emblems zu erben.
MSID_EngageContinueTurn	Starkes Band
MSID_H_EngageContinueTurn	Die Einheit bleibt für 1 weiteren\nZug im Bündnis.
MSID_EngageCount	Tiefe Synergie
MSID_H_EngageCount	Die Bündnisleiste der Einheit wird\num einen Schritt verringert.
MSID_RefineGodWeapon_Effect_Fly	Effektiv: Flieger
MSID_RefineGodWeapon_Effect_Horse	Effektiv: Beritt.
MSID_RefineGodWeapon_Effect_Armor	Effektiv: Gepanz.
MSID_RefineGodWeapon_Effect_Dragon	Effektiv: Drachen
MSID_RefineGodWeapon_Effect_Morph	Effektiv: Verzerrte
MSID_H_Effect_Fly	Anfällig für Waffen, die „Effektiv\ngegen: Flieger“ sind.
MSID_H_Effect_Horse	Anfällig für Waffen, die „Effektiv\ngegen: Berittene“ sind.
MSID_H_Effect_Armor	Anfällig für Waffen, die „Effektiv\ngegen: Gepanzerte“ sind.
MSID_H_Effect_Dragon	Anfällig für Waffen, die „Effektiv\ngegen: Drachen“ sind.
MSID_H_Effect_Morph	Anfällig für Waffen, die „Effektiv\ngegen: Verzerrte“ sind.
MSID_H_Effect_EvilDragon	Anfällig für Waffen, die „Effektiv\ngegen: Dämonendrachen“ sind.
MSID_H_Effect_Mediuth	Von Marth ausgeführte Angriffe\ngegen diese Einheit gelten als\n„Effektiv“.
MSID_H_Effect_Duma	Von Celica ausgeführte Angriffe\ngegen diese Einheit gelten als\n„Effektiv“.
MSID_H_Effect_Loptous	Von Sigurd ausgeführte Angriffe\ngegen diese Einheit gelten als\n„Effektiv“.
MSID_H_Effect_Veld	Von Leif ausgeführte Angriffe\ngegen diese Einheit gelten als\n„Effektiv“.
MSID_H_Effect_Idenn	Von Roy ausgeführte Angriffe\ngegen diese Einheit gelten als\n„Effektiv“.
MSID_H_Effect_Nergal	Von Lyn ausgeführte Angriffe\ngegen diese Einheit gelten als\n„Effektiv“.
MSID_H_Effect_Fodeth	Von Eirika oder Ephraim ausgeführte\nAngriffe gegen diese Einheit gelten\nals „Effektiv“.
MSID_H_Effect_Ashnard	Von Ike ausgeführte Angriffe\ngegen diese Einheit gelten als\n„Effektiv“.
MSID_H_Effect_Astarte	Von Micaiah ausgeführte Angriffe\ngegen diese Einheit gelten als\n„Effektiv“.
MSID_H_Effect_Gimle	Von Lucina ausgeführte Angriffe\ngegen diese Einheit gelten als\n„Effektiv“.
MSID_H_Effect_Hydra	Von Corrin ausgeführte Angriffe\ngegen diese Einheit gelten als\n„Effektiv“.
MSID_H_Effect_Nemesis	Von Byleth ausgeführte Angriffe\ngegen diese Einheit gelten als\n„Effektiv“.
