MID_TUT_CATEGORY_TITLE_Battle	Kämpfe
MID_TIPS_TUTORIAL_45	Flugeinheiten können sich bewegen, ohne von Geländeeffekten betroffen zu sein.
MID_TIPS_TUTORIAL_46	Der Waffenvorteil kann nicht genutzt werden, um gepanzerten Einheiten „Bruch“\nzuzufügen.
MID_TIPS_TUTORIAL_47	Erhöhe deinen Band-Level mit Emblemen, um dir Fertigkeiten anzueignen, die du für\nbestimmte Klassenwechsel benötigst.
MID_TIPS_ITEM_10	Gegner mit Nahkampfwaffe können keinen Gegenangriff ausführen, wenn du sie aus der\nDistanz angreifst.
MID_TIPS_ITEM_11	Angriffe mit Messern vergiften den Gegner.
MID_TIPS_ITEM_12	Panzerbrecher und Hammer sind effektiv gegen gepanzerte Einheiten.
MID_TIPS_OTHER_14	Nach dem Kochen geben dir manche Köche ein Gericht zum Mitnehmen mit,\ndas bei Verbrauch KP wiederherstellt.
MID_TIPS_OTHER_19	Im Café kannst du Gerichte aufwerten, wenn du beim Kochen weitere Zutaten auswählst.
MID_TIPS_OTHER_20	Im Obstgarten kannst du Kochzutaten ernten.
MID_TIPS_OTHER_21	Verdiene Fragmente des Bandes, indem du die Erfolge an der Pinnwand abschließt.
MID_TIPS_OTHER_22	Spende an der Pinnwand für die Regionen von Elyos. Großzügige Geschenke erhöhen\ndeinen Spendenlevel und können dir Belohnungen einbringen.
MID_TIPS_OTHER_30	Seltene Gegner erscheinen häufiger bei Gefechten in Regionen mit einem hohen\nSpendenlevel.
MID_TIPS_OTHER_31	Finde beim Erkunden mehr Materialien, indem du deinen Spendenlevel der jeweiligen\nRegion erhöhst.
MID_TIPS_OTHER_23	In Gefechten auf Karten mit geringer Sichtweite halten Gegner oft viel Erfahrung und\ngroße Reichtümer bereit.
MID_TIPS_SKILL_38	Die Trefferquote eines Stabs kann nur durch das Meistern von Stab-Fähigkeiten\ngesteigert werden.
MID_TIPS_OTHER_34	Im Turm der Prüfungen können deine Freunde und du eure Visitenkarten austauschen.
MID_TIPS_TUTORIAL_48	Nimm dich vor Gegnern mit Dunkel-Synchro in Acht, wenn ihre Bündnisleisten leuchten –\nes bedeutet, dass ihr Bündnis-Angriff bereit ist.
MID_TIPS_TUTORIAL_52	Verbündete, die sich in einem Bündnis befinden, erleiden geringeren Schaden durch\ngegnerische Bündnis-Angriffe.
MID_TIPS_TUTORIAL_49	Hat eine Einheit den maximalen Level erreicht, kann sie mithilfe des Zweitsiegels wieder\nauf Level 1 beginnen und du kannst sie weitertrainieren.
MID_TIPS_ITEM_13	Wenn du eine Vergiftung nicht mit einem Antidot oder einem Erneuerungsstab heilst,\nhält der Effekt für die gesamte Dauer des Kampfes an.
MID_TIPS_ITEM_14	Wenn Verbündete Level 10 erreichen, können sie durch Verwendung eines Meistersiegels\nzu einer höheren Klasse wechseln.
MID_TIPS_ITEM_15	Waffen mit Schmettereffekt greifen immer zuletzt an.
MID_TIPS_OTHER_24	Die Fische, die du im Teich fängst, sind leckere Zutaten zum Kochen.
MID_TIPS_ITEM_16	Durch Verwendung eines Zweitsiegels können Verbündete in andere Klassen wechseln.
MID_TIPS_ITEM_17	Mit den Waffen Schnitter, Meisterlanze und Meisteraxt landest du häufiger kritische\nTreffer.
MID_TIPS_OTHER_37	Wechselt \x0E\x06\x03\x00 zur Klasse „Wyrmgott“, kannst du auf dem Trainingsplatz das\nWyvernreiten auswählen.
MID_TIPS_OTHER_26	Auf dem Flohmarkt werden Items angeboten, die es sonst nirgendwo zu kaufen gibt.
MID_TIPS_OTHER_27	Man sagt, es gäbe in ganz Elyos Orte der Prüfung, an denen man seine Bande mit\nEmblemen vertiefen kann.
MID_TIPS_SKILL_29	Ikes Bündnis-Angriff, Großer Aithir, kann dort, wo er trifft, Effekte wie Flammen und\nMiasma beseitigen.
MID_TIPS_SKILL_22	Byleths Bündniswaffe wechselt je nach Typ der verbundenen Einheit.
MID_TIPS_SKILL_25	Corrins Fähigkeit „Drachenader“ verleiht dem Gelände besondere Effekte, die vorhandene\nEffekte ersetzen.
MID_TIPS_OTHER_28	Der Wahrsager hat nur nachts geöffnet.
MID_TIPS_OTHER_29	Kämpfe im Turm der Prüfungen, um besondere Materialien für das Verbessern von\nBündniswaffen zu verdienen.
MID_TIPS_ITEM_18	Waffen wie Kriegerschwert oder Kriegerlanze führen zwei aufeinanderfolgende\nAngriffe aus, wenn du den Kampf initiierst.
MID_TIPS_ITEM_19	Wenn du bereit bist, einem wichtigen Verbündeten den Paktring zu geben, findest du ihn\nin der Kommode in deinem Zimmer.
MID_TIPS_GOD_0	Der Prinz von Altea, einem Land auf dem Kontinent Akaneia in einer anderen Welt.\nStammt aus derselben Blutlinie wie der Held Anri.
MID_TIPS_GOD_1	Gemeinsam mit seinen Verbündeten bezwang er den Schattendrachen und wurde\nhiernach bekannt als der Heldenkönig.
MID_TIPS_GOD_2	Der Sohn des Herzogs Chalphy aus einem Königreich namens Grannvale, das sich auf\ndem Kontinent Jugdral in einer anderen Welt befindet.
MID_TIPS_GOD_3	Ein nobler Ritter, der als Nachfahre des Heiligen Ritters Baldo eine der Heiligen Waffen\nseiner Welt geerbt hat.
MID_TIPS_GOD_4	Die Prinzessin von Zofia, einem wunderschönen Land, das sich auf dem Kontinent\nValentia in einer anderen Welt befindet.
MID_TIPS_GOD_5	Sie kämpfte an der Seite des Helden Alm gegen den Dämonengott, welcher den Frieden\nihrer Welt zu zerstören drohte, und wurde berühmt für ihr fürsorgliches Herz.
MID_TIPS_GOD_6	Mitglied einer Gruppe von Freiheitskämpfern auf dem Kontinent Tellius in einer anderen\nWelt.
MID_TIPS_GOD_7	Mithilfe ihrer geheimnisvollen Kräfte kämpfte sie gegen eine Göttin, die ihre gesamte Welt\ndem Untergang geweiht hatte.
MID_TIPS_GOD_8	Ein Adliger aus dem Hause Pherae, der auf dem Kontinent Elibe in einer anderen Welt\nlebte. Träger des Schwertes Binding Blade.
MID_TIPS_GOD_9	Anstelle seines erkrankten Vaters agierte er als Anführer einer Armee und verteidigte\nsein Land gegen seine Feinde.
MID_TIPS_GOD_10	Eine meisterhafte Schwertkämpferin aus Sacae, einer Region voller Grasebenen auf dem\nKontinent Elibe in einer anderen Welt.
MID_TIPS_GOD_11	Sie wuchs als Nomadin auf, ohne etwas von ihrer adligen Abstammung zu ahnen.
MID_TIPS_GOD_12	Der Anführer von Greils Söldnern vom Kontinent Tellius in einer anderen Welt.
MID_TIPS_GOD_13	Sein beispielloses Geschick mit dem Schwert und sein ehrliches Herz machten aus\ndiesem einfachen Söldner einen weitbekannten Helden.
MID_TIPS_GOD_14	Eine Prinzessin aus dem Königreich von Ylisse in einer anderen Welt. In ihrem linken\nAuge trägt sie das Mal der Erhabenen.
MID_TIPS_GOD_15	Ihr starker Gerechtigkeitssinn gab ihr die Kraft, in die Vergangenheit zu reisen und dort\ngegen ihre finstere Zukunft anzukämpfen.
MID_TIPS_GOD_16	Erbe des Hauses Leonster in der Region Thracia auf dem Kontinent Jugdral in einer\nanderen Welt.
MID_TIPS_GOD_17	Er vollbrachte heldenhafte Taten, um Thracia aus den Klauen des Imperiums zu befreien.
MID_TIPS_GOD_18	Tochter zweier Königshäuser und Länder in einer anderen Welt. Sie wurde in Hoshido\ngeboren und wuchs in Nohr auf.
MID_TIPS_GOD_19	Sie ist mit der Macht der Ersten Drachen gesegnet, war jedoch gezwungen, eine schwere\nEntscheidung zu treffen, als ihre beiden Heimatländer gegeneinander in den Krieg zogen.
MID_TIPS_GOD_20	Die Prinzessin von Renais, einem Land auf dem Kontinent Magvel in einer anderen Welt.\nSie ist die Hüterin von einem der Heiligen Steine.
MID_TIPS_GOD_21	Der wagemutige Prinz von Renais, der an der Seite seiner Zwillingsschwester Eirika den\nDämonenkönig bezwang.
MID_TIPS_GOD_22	Ein junger Söldner, der am Kloster Garreg Mach auf dem Kontinent Fódlan in einer\nanderen Welt als Magister diente.
MID_TIPS_GOD_23	Er unterrichtete seine Studenten weise und führte sie durch ein Zeitalter des Krieges.
MID_TUT_NAVI_M004_TIMECRYSTAL	Du kannst nun den Drachenzeitkristall\neinsetzen.
MID_TUT_NAVI_M005_FUNDS	Du hast \x0E\x01\x00\x00\x0E\x01\x01\x00 G als Kriegskasse von Firene erhalten.
MID_TUT_NAVI_VANDRE_FUNDS	Du hast \x0E\x01\x00\x00\x0E\x01\x01\x00 G als Kriegskasse von Vander erhalten.
MID_TUT_NAVI_M008_FUNDS	Du hast \x0E\x01\x00\x00\x0E\x01\x01\x00 G als Kriegskasse von Brodia erhalten.
MID_TUT_NAVI_M012_RESCUE	Rette die Leute, die von den Verzerrten\nbedroht werden.
MID_TUT_NAVI_M014_FUNDS	Du hast \x0E\x01\x00\x00\x0E\x01\x01\x00 G als Kriegskasse von Solm erhalten.
MID_TUT_NAVI_M015_ESCAPE	Beschütze Seadall und verhilf ihm zur Flucht!
MID_TUT_NAVI_M020_FUNDS	Du hast \x0E\x01\x00\x00\x0E\x01\x01\x00 G als Kriegskasse von Elusia erhalten.
MID_TUT_NAVI_M022_GET_Siglud	Du hast den Ring des Heiligen Ritters erhalten.
MID_TUT_NAVI_M022_GET_Celica	Du hast den Ring der gütigen Prinzessin\nerhalten.
MID_TUT_NAVI_M022_GET_Micaiah	Du hast den Ring der Tochter des Lichts\nerhalten.
MID_TUT_NAVI_M022_GET_Roy	Du hast den Ring des jungen Löwen erhalten.
MID_TUT_NAVI_M022_GET_Lin	Du hast den Ring der Dame der Ebene erhalten.
MID_TUT_NAVI_M022_GET_Ike	Du hast den Ring des strahlenden Helden\nerhalten.
MID_TUT_NAVI_M022_GET_Lucina	Du hast den Ring der Erhabenen erhalten.
MID_TUT_NAVI_M022_GET_Leaf	Du hast den Ring des weisen Lords erhalten.
MID_TUT_NAVI_M022_GET_Kamui	Du hast den Ring der Weltveränderin erhalten.
MID_TUT_NAVI_M022_GET_Eirik	Du hast den Ring der azurblauen Zwillinge\nerhalten.
MID_TUT_NAVI_M022_GET_Byleth	Du hast den Ring des Magisters erhalten.
MID_TUT_NAVI_M024_WARNING1	In 2 Zügen wird eine Lawine den unteren\nBergpfad überrollen.
MID_TUT_NAVI_M024_WARNING2	In 2 Zügen wird eine Lawine den mittleren\nBergpfad überrollen.
MID_TUT_NAVI_M024_WARNING3	In 2 Zügen wird eine Lawine den oberen\nBergpfad überrollen.
MID_TUT_NAVI_M026_ENGAGEBREAKE	Im nächsten Zug wird der Dämon\nSombron eine verheerende Attacke\nnamens „Bündnisbrecher“ einsetzen,\ndie die Bündnisse aller Einheiten löst.
MID_TUT_NAVI_M026_BEAM_WARNING	Dämon Sombron wird in seinem nächsten Zug\nseinen „Heulstrahl“ einsetzen. Versuche außer\nReichweite zu gelangen, um ihm zu entgehen.
MID_TUT_NAVI_S006_RULE	Halte Byleth davon ab, die Kristalle zu\nzerstören. Deine Belohnungen richten sich\ndanach, wie viele Kristalle du bewahren kannst.
MID_TUT_NAVI_S006_BREAK	Ein Kristall wurde zerstört.
MID_TUT_NAVI_S006_REWARD1	Hervorragende Leistung! Du hast erstaunlich\nviele Kristalle beschützen können. Du erhältst\neinen \x0E\x01\x00\x00 und ein \x0E\x01\x01\x00 von Byleth.
MID_TUT_NAVI_S006_REWARD2	Gut gemacht! Du hast einen Großteil der\nKristalle beschützen können. Du erhältst\neinen \x0E\x01\x00\x00 von Byleth.
MID_TUT_NAVI_S006_REWARD3	Du hast nicht besonders viele Kristalle\nbeschützen können und erhältst deshalb\nkeine Belohnung.
MID_TUT_NAVI_S015_GET	Du hast den Ring wieder an dich genommen.
MID_TUT_NAVI_S015_ENGAGERING	Den Paktring kannst du nur einem einzigen\nVerbündeten schenken. Überlege dir gut,\nwem du ihn überreichst.
